index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.zeit.de/news/2023-02/01/stadt-und-sc-freiburg-verlaengern-mietvertrag-fuer-stadion,https://www.zeit.de/news/2023-02/01/stadt-und-sc-freiburg-verlaengern-mietvertrag-fuer-stadion,0,www.zeit.de,Infrastruktur: Stadt und SC Freiburg verlängern Mietvertrag für Stadion,,,2023-02-01T13:40:27Z,https://web.archive.org/web/20230201140935/https://www.zeit.de/news/2023-02/01/stadt-und-sc-freiburg-verlaengern-mietvertrag-fuer-stadion,"When browsing with ads:
We collect personal data and also transmit it to third-party providers
 that help us improve and finance our digital content. Some of the information stored on your device, … [+732 chars]",,de,'SC Freiburg'
https://www.transfermarkt.de/ex-freiburger-kammerbauer-schliesst-sich-sc-verl-an-bdquo-er-kann-eine-junge-mannschaft-fuhren-ldquo-/view/news/417628,https://www.transfermarkt.de/ex-freiburger-kammerbauer-schliesst-sich-sc-verl-an-bdquo-er-kann-eine-junge-mannschaft-fuhren-ldquo-/view/news/417628,0,www.transfermarkt.de,Ex-SC Freiburg: SC Verl nimmt Patrick Kammerbauer unter Vertrag,Der SC Verl hat kurz vor Transferschluss noch mal in der Mittelfeldzentrale nachgelegt. Die Ostwestfalen haben am Deadline Day Patrick Kammerbauer verpflichtet. Der 25-Jährige war zuletzt ein...,https://tmssl.akamaized.net/images/foto/big/patrick-kammerbauer-sc-freiburg-2022-1675258740-101212.jpg?lm=1675258763,2023-02-01T13:41:45Z,https://web.archive.org/web/20230201163114/https://www.transfermarkt.de/ex-freiburger-kammerbauer-schliesst-sich-sc-verl-an-bdquo-er-kann-eine-junge-mannschaft-fuhren-ldquo-/view/news/417628,Der SC Verl hat kurz vor Transferschluss noch mal in der Mittelfeldzentrale nachgelegt. Die Ostwestfalen haben am Deadline Day Patrick Kammerbauer verpflichtet. Der 25-Jährige war zuletzt ein halbes … [+815 chars],,de,'SC Freiburg'
https://www.kicker.de/stadt-und-sc-freiburg-verlaengern-mietvertrag-fuers-dreisamstadion-935515/artikel,https://www.kicker.de/stadt-und-sc-freiburg-verlaengern-mietvertrag-fuers-dreisamstadion-935515/artikel,0,www.kicker.de,Stadt und SC Freiburg verlängern Mietvertrag fürs Dreisamstadion,Der Sport-Club und die Stadt Freiburg stehen auch weiterhin in einem Mietverhältnis wegen des Dreisamstadions.,"https://derivates.kicker.de/image/upload/c_crop,x_0,y_216,w_2000,h_1125/w_1200,q_auto/v1/2023/02/01/1e3d62b5-3e0e-4caf-9373-ac43a7fcee2a.jpeg",2023-02-01T14:39:17Z,https://web.archive.org/web/20230202064801/https://www.kicker.de/stadt-und-sc-freiburg-verlaengern-mietvertrag-fuers-dreisamstadion-935515/artikel,"Der Sport-Club und die Stadt Freiburg stehen auch weiterhin in einem Mietverhältnis wegen des Dreisamstadions. 
 Der Gemeinderat stimmte einer Verlängerung zu, wie die Verwaltung nach der Sitzung am… [+571 chars]",,de,'SC Freiburg'
https://www.kicker.de/eggestein-ganz-zufrieden-bin-ich-nie-935550/artikel,https://www.kicker.de/eggestein-ganz-zufrieden-bin-ich-nie-935550/artikel,0,www.kicker.de,"Eggestein: ""Ganz zufrieden bin ich nie""","Nach zehn Jahren bei Werder Bremen spielt Maximilian Eggestein seine zweite Saison für den SC Freiburg. Seine erste war sowohl für ihn als auch für den Verein sehr erfolgreich, und beide knüpfen bislang daran an.","https://derivates.kicker.de/image/upload/c_crop,x_0,y_130,w_3000,h_1687/w_1200,q_auto/v1/2023/02/01/425dfa1f-423e-458a-af99-485139012adb.jpeg",2023-02-01T19:17:13Z,,"Nach zehn Jahren bei Werder Bremen spielt Maximilian Eggestein seine zweite Saison für den SC Freiburg. Seine erste war sowohl für ihn als auch für den Verein sehr erfolgreich, und beide knüpfen bisl… [+4144 chars]",,de,'SC Freiburg'
https://www.zeit.de/news/2023-02/02/streich-kaempft-gegen-miserable-bilanz-in-dortmund,https://www.zeit.de/news/2023-02/02/streich-kaempft-gegen-miserable-bilanz-in-dortmund,0,www.zeit.de,SC Freiburg: Streich kämpft gegen miserable Bilanz in Dortmund,,,2023-02-02T13:49:26Z,https://web.archive.org/web/20230202140928/https://www.zeit.de/news/2023-02/02/streich-kaempft-gegen-miserable-bilanz-in-dortmund,"When browsing with ads:
We collect personal data and also transmit it to third-party providers
 that help us improve and finance our digital content. Some of the information stored on your device, … [+732 chars]",,de,'SC Freiburg'
https://www.focus.de/sport/fussball/bundesliga1/bundesliga-19-spieltag-die-bundesliga-konferenz-mit-dortmund-und-leipzig-im-liveticker_id_184894278.html,https://www.focus.de/sport/fussball/bundesliga1/bundesliga-19-spieltag-die-bundesliga-konferenz-mit-dortmund-und-leipzig-im-liveticker_id_184894278.html,0,www.focus.de,"Bundesliga, 19. Spieltag - Die Bundesliga-Konferenz mit Dortmund und Leipzig im Liveticker","Union Berlin könnte mit einem Sieg gegen Mainz 05 die Tabellenspitze übernehmen. Der BVB empfängt den SC Freiburg im Kampf um die Champions League. RB Leipzig muss nach Köln, Frankfurt trifft auf Abstiegskandidat Hertha BSC. Die Bundesliga-Konferenz am 19. Sp…",https://p6.focus.de/img/fotos/id_184894585/dortmunds-nico-schlotterbeck-l.-trifft-auf-seinen-ex-klub-freiburg-mit-michael-gregoritsch.jpg?im=Crop%3D%280%2C0%2C3365%2C1682%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=medium&hash=c0c2c16468f828adebf60de057732d84d95635a0c3a3295d6c9a297fb9536f07,2023-02-04T09:44:35Z,https://web.archive.org/web/20230204144628/https://www.focus.de/sport/fussball/bundesliga1/bundesliga-19-spieltag-die-bundesliga-konferenz-mit-dortmund-und-leipzig-im-liveticker_id_184894278.html,"Union Berlin könnte mit einem Sieg gegen Mainz 05 die Tabellenspitze übernehmen. Der BVB empfängt den SC Freiburg im Kampf um die Champions League. RB Leipzig muss nach Köln, Frankfurt trifft auf Abs… [+1718 chars]",,de,'SC Freiburg'
https://www.stern.de/gesellschaft/regional/nordrhein-westfalen/bundesliga--freiburg-kassiert-ersten-platzverweis-seit-2019-33167040.html,https://www.stern.de/gesellschaft/regional/nordrhein-westfalen/bundesliga--freiburg-kassiert-ersten-platzverweis-seit-2019-33167040.html,0,www.stern.de,Bundesliga: Freiburg kassiert ersten Platzverweis seit 2019,Für den SC Freiburg ist im Bundesliga-Spiel bei Borussia Dortmund am Samstag eine lange Fair-Play-Serie zu Ende gegangen. Mit der Gelb-Roten Karte gegen Kiliann Sildillia nach zwei Foulspielen gegen Karim Adeyemi innerhalb von zwei Minuten kassierte der Sport…,https://image.stern.de/33167042/t/rs/v1/w1440/r1.7778/-/04--urnnewsmldpacom2009010123020499474325v2w800h600l563t214r2179b1382jpeg---2d26b28ed3a4bc29.jpg,2023-02-04T15:18:44Z,https://web.archive.org/web/20230204161646/https://www.stern.de/gesellschaft/regional/nordrhein-westfalen/bundesliga--freiburg-kassiert-ersten-platzverweis-seit-2019-33167040.html,Für den SC Freiburg ist im Bundesliga-Spiel bei Borussia Dortmund am Samstag eine lange Fair-Play-Serie zu Ende gegangen. Mit der Gelb-Roten Karte gegen Kiliann Sildillia nach zwei Foulspielen gegen … [+919 chars],,de,'SC Freiburg'
https://www.tagesschau.de/sport/sportschau/fussball-dortmund-freiburg-101.html,https://www.tagesschau.de/sport/sportschau/fussball-dortmund-freiburg-101.html,0,www.tagesschau.de,Fußball-Bundesliga: Dortmund gewinnt auch gegen Freiburg,Auch im vierten Spiel des Jahres bleibt Borussia Dortmund siegreich. Beim 4:1-Erfolg gegen den SC Freiburg schoss der Dortmunder Neuzugang Haller sein erstes Pflichtspieltor. Beide Mannschaften müssen nun erstmal im DFB-Pokal ran.,https://www.tagesschau.de/sport/sportschau/sportschau-image-145225~_v-original.jpg,2023-02-04T16:51:51Z,https://web.archive.org/web/20230204165647/http://www.tagesschau.de/sport/sportschau/fussball-dortmund-freiburg-101.html,Borussia Dortmund hat in der Fußball-Bundesliga auch das vierte Spiel in diesem Jahr für sich entscheiden können. Beim 4:1 (1:1) gegen den SC Freiburg erzielte Sébastien Haller seinen ersten Pflichts… [+4050 chars],,de,'SC Freiburg'
https://taz.de/Rueckkehr-des-Hoffnungstraegers/!5910701/,https://taz.de/Rueckkehr-des-Hoffnungstraegers/!5910701/,0,taz.de,Rückkehr des Hoffnungsträgers: Werkzeugkasten wird größer,Borussia Dortmund feiert einen deutlichen Sieg gegen den SC Freiburg. Und nach dessen Comeback auch seinen Stürmer Sébastian Haller.,https://taz.de/picture/6075984/948/32095835-1.jpeg,2023-02-05T12:28:00Z,https://web.archive.org/web/20230205135220/https://taz.de/Rueckkehr-des-Hoffnungstraegers/!5910701/,"Borussia Dortmund feiert einen deutlichen Sieg gegen den SC Freiburg. Und nach dessen Comeback auch seinen Stürmer Sébastian Haller.
Haller netzt ein Foto: ap
Julian Brandt hat schon einiges erlebt… [+4315 chars]",,de,'SC Freiburg'
https://www.kicker.de/sc-vorstand-saier-in-summe-ein-harter-aufschlag-936119/artikel,https://www.kicker.de/sc-vorstand-saier-in-summe-ein-harter-aufschlag-936119/artikel,0,www.kicker.de,"SC-Vorstand Saier: ""In Summe ein harter Aufschlag""","Der frühe Platzverweis hat dem SC Freiburg die Aufgabe in Dortmund noch schwerer gemacht, als sie ohnehin war. Er machte auch die taktische Marschroute zunichte, die sich Christian Streich zurechtgelegt hatte, um erstmals in Dortmund zu gewinnen. Die Aufbruch…","https://derivates.kicker.de/image/upload/c_crop,x_0,y_146,w_3600,h_2025/w_1200,q_auto/v1/2023/02/05/dff31b21-5bfd-4ce5-ae20-c12b547c5dbb.jpeg",2023-02-05T15:51:00Z,,"Der frühe Platzverweis hat dem SC Freiburg die Aufgabe in Dortmund noch schwerer gemacht, als sie ohnehin war. Er machte auch die taktische Marschroute zunichte, die sich Christian Streich zurechtgel… [+3787 chars]",,de,'SC Freiburg'
